Fim da primeira fase ... 
1
0.01
(206,319)
(206,319)
(205,322)
(205,322)
(205,322)
(205,322)
(205,322)
(205,322)
(206,320)
(206,320)
(206,320)
(206,320)
(207,317)
(206,320)
(206,320)
(207,317)
(206,320)
(206,320)
(207,317)
(206,320)
(206,320)
(205,323)
(206,320)
(206,320)
(206,320)
(206,320)
(206,320)
(206,320)
(206,320)
(205,323)
(205,323)
(206,320)
(206,320)
(205,323)
(205,323)
(205,323)
(205,323)
(205,323)
(205,323)
(205,323)
(205,323)
(205,323)
(205,323)
(205,323)
(205,323)
(205,323)
(205,323)
(205,323)
(205,323)
(207,317)
(206,320)
(206,320)
(206,320)
(206,320)
(206,320)
(206,320)
(206,320)
(205,323)
(206,320)
(206,320)
(205,323)
(207,317)
(206,320)
(205,323)
(206,320)
(206,320)
(205,323)
(206,320)
(205,323)
(205,323)
(205,323)
(205,323)
(205,323)
(205,323)
(205,323)
(205,323)
(206,320)
(206,320)
(205,323)
(205,323)
(205,323)
(205,323)
(205,323)
(205,323)
(205,323)
(205,323)
(205,323)
(205,323)
(205,323)
(205,323)
(205,323)
(207,317)
(205,323)
(207,317)
(206,320)
(205,323)
(206,320)
(206,320)
(206,320)
(205,323)
(206,320)
(206,320)
(205,323)
(206,320)
(205,323)
(206,320)
(205,323)
(205,323)
(205,323)
(205,323)
(205,323)
(205,323)
(205,323)
(206,320)
(205,323)
(206,320)
(205,323)
(205,323)
(205,323)
(205,323)
(205,323)
(205,323)
(205,323)
(205,323)
(205,323)
(205,323)
(206,320)
(206,320)
(205,323)
(206,320)
(206,320)
(205,323)
(206,320)
(206,320)
(205,323)
(206,320)
(205,323)
(205,323)
(205,323)
(206,320)
(205,323)
(205,323)
(205,323)
(205,323)
(205,323)
(205,323)
(205,323)
(205,323)
(205,323)
(206,320)
(206,320)
(205,323)
(205,323)
(205,323)
(205,323)
(205,323)
(205,323)
(205,323)
(205,323)
(205,323)
(205,323)
(205,323)
(205,323)
(206,320)
(205,323)
(205,323)
(205,323)
(205,323)
(206,320)
(205,323)
(206,320)
(205,323)
(205,323)
(205,323)
